Action 1,ID 1,Month 1,Target 1,Change Value 1,Action 2,ID 2,Month 2,Target 2,Change Value 2,Invalid,Affected Datasets,Can Reprocess
ADD,,1,6.Runtime,,EDIT,1,9,6.Runtime,true,,11;12;13;14,false;false;false;true
ADD,,1,6.Runtime,,DELETE,1,,,,,11;12;13,false;false;false
ADD,,1,6.Runtime,,EDIT,2,2,6.Runtime,true,,11,true
ADD,,1,6.Runtime,,EDIT,2,1,6.Runtime,false,true,,
ADD,,1,6.Runtime,,EDIT,2,1,6.F,false,,11,true
ADD,,1,6.Runtime,,EDIT,2,1,6.Runtime,true,true,,
ADD,,1,6.Runtime,,EDIT,2,1,6.F,true,,11,true
ADD,,1,6.Runtime,,EDIT,2,3,6.Runtime,false,true,,
ADD,,1,6.Runtime,,EDIT,2,3,6.F,false,true,,
ADD,,1,6.Runtime,,EDIT,2,3,6.Runtime,true,true,,
ADD,,1,6.Runtime,,EDIT,2,3,6.F,true,true,,
ADD,,1,6.Runtime,,EDIT,2,9,6.Runtime,false,,11;14,true;true
ADD,,1,6.Runtime,,EDIT,2,9,6.F,false,,11;14,true;true
ADD,,1,6.Runtime,,EDIT,2,9,6.Runtime,true,,11;14,true;true
ADD,,1,6.Runtime,,EDIT,2,9,6.F,true,,11;14,true;true
ADD,,1,6.Runtime,,DELETE,2,,,,,11,true
ADD,,1,6.Runtime,,ADD,,3,6.F,,true,,
ADD,,1,6.Runtime,,ADD,,3,6.Runtime,,true,,
ADD,,1,6.Runtime,,ADD,,4,6.F,,,11;12;13,true;true;true
ADD,,1,6.Runtime,,ADD,,4,6.Runtime,,,11,true
ADD,,1,6.Runtime,,ADD,,5,6.F,,,11;12;13,true;true;true
ADD,,1,6.Runtime,,ADD,,6,6.F,,,11;12;13,true;true;true
ADD,,1,6.Runtime,,ADD,,6,6.Runtime,,,12;13,true;true
ADD,,1,6.Runtime,,EDIT,4,7,6.F,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,6,6.F,false,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,6,6.Runtime,false,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,6,6.F,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,6,6.Runtime,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,8,6.F,false,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,8,6.Runtime,false,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,8,6.F,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,8,6.Runtime,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,1,6.F,false,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,1,6.Runtime,false,true,,
ADD,,1,6.Runtime,,EDIT,4,1,6.F,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,4,1,6.Runtime,true,true,,
ADD,,1,6.Runtime,,DELETE,4,,,,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,5,7,6.Runtime,true,,12;13;14,true;true;true
ADD,,1,6.Runtime,,EDIT,5,6,6.Runtime,false,,12;13;14,true;true;true
ADD,,1,6.Runtime,,EDIT,5,6,6.F,false,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,5,6,6.Runtime,true,,12;13;14,true;true;true
ADD,,1,6.Runtime,,EDIT,5,6,6.F,true,,11;12;13;14,true;true;true;true
ADD,,1,6.Runtime,,EDIT,5,8,6.Runtime,false,,12;13;14,true;true;true
ADD,,1,6.Runtime,,EDIT,5,8,6.F,false,,12;13;14,true;true;true
ADD,,1,6.Runtime,,EDIT,5,8,6.Runtime,true,,12;13;14,true;true;true
ADD,,1,6.Runtime,,EDIT,5,8,6.F,true,,12;13;14,true;true;true
ADD,,1,6.Runtime,,DELETE,5,,,,,12;13;14,true;true;true
ADD,,1,6.Runtime,,ADD,,8,6.F,,,14,true
ADD,,1,6.Runtime,,ADD,,8,6.Runtime,,,14,true
EDIT,1,2,6.F,true,ADD,,1,6.F,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,ADD,,1,6.Runtime,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,1,2,6.F,true,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,1,1,6.F,false,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,1,1,6.F,true,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,1,1,6.Runtime,false,,11;12;13,false;false;false
EDIT,1,2,6.F,true,EDIT,1,1,6.Runtime,true,,11;12;13,false;false;false
EDIT,1,2,6.F,true,EDIT,1,3,6.F,false,true,,
EDIT,1,2,6.F,true,EDIT,1,3,6.F,true,true,,
EDIT,1,2,6.F,true,EDIT,1,3,6.Runtime,false,true,,
EDIT,1,2,6.F,true,EDIT,1,3,6.Runtime,true,true,,
EDIT,1,2,6.F,true,EDIT,1,9,6.F,false,,11;12;13;14,false;false;false;true
EDIT,1,2,6.F,true,EDIT,1,9,6.F,true,,11;12;13;14,false;false;false;true
EDIT,1,2,6.F,true,EDIT,1,9,6.Runtime,false,,11;12;13;14,false;false;false;true
EDIT,1,2,6.F,true,EDIT,1,9,6.Runtime,true,,11;12;13;14,false;false;false;true
EDIT,1,2,6.F,true,DELETE,1,,,,,11;12;13,false;false;false
EDIT,1,2,6.F,true,EDIT,2,2,6.Runtime,true,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,2,1,6.Runtime,false,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,2,1,6.F,false,,11;12;13,false;true;true
EDIT,1,2,6.F,true,EDIT,2,1,6.Runtime,true,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,2,1,6.F,true,,11;12;13,false;true;true
EDIT,1,2,6.F,true,EDIT,2,3,6.Runtime,false,true,,
EDIT,1,2,6.F,true,EDIT,2,3,6.F,false,true,,
EDIT,1,2,6.F,true,EDIT,2,3,6.Runtime,true,true,,
EDIT,1,2,6.F,true,EDIT,2,3,6.F,true,true,,
EDIT,1,2,6.F,true,EDIT,2,9,6.Runtime,false,,11;12;13;14,false;true;true;true
EDIT,1,2,6.F,true,EDIT,2,9,6.F,false,,11;12;13;14,false;true;true;true
EDIT,1,2,6.F,true,EDIT,2,9,6.Runtime,true,,11;12;13;14,false;true;true;true
EDIT,1,2,6.F,true,EDIT,2,9,6.F,true,,11;12;13;14,false;true;true;true
EDIT,1,2,6.F,true,DELETE,2,,,,,11;12;13,false;true;true
EDIT,1,2,6.F,true,ADD,,3,6.F,,true,,
EDIT,1,2,6.F,true,ADD,,3,6.Runtime,,true,,
EDIT,1,2,6.F,true,ADD,,4,6.F,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,ADD,,4,6.Runtime,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,ADD,,5,6.F,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,ADD,,6,6.F,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,ADD,,6,6.Runtime,,,11;12;13,true;true;true
EDIT,1,2,6.F,true,EDIT,4,7,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,6,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,6,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,6,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,6,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,8,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,8,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,8,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,8,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,1,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,1,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,1,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,4,1,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,DELETE,4,,,,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,7,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,6,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,6,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,6,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,6,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,8,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,8,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,8,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,EDIT,5,8,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,DELETE,5,,,,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,ADD,,8,6.F,,,11;12;13;14,true;true;true;true
EDIT,1,2,6.F,true,ADD,,8,6.Runtime,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,ADD,,1,6.F,,true,,
EDIT,1,1,6.F,false,ADD,,1,6.Runtime,,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,1,2,6.F,true,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,1,1,6.F,false,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,1,1,6.F,true,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,1,1,6.Runtime,false,,11;12;13,false;false;false
EDIT,1,1,6.F,false,EDIT,1,1,6.Runtime,true,,11;12;13,false;false;false
EDIT,1,1,6.F,false,EDIT,1,3,6.F,false,true,,
EDIT,1,1,6.F,false,EDIT,1,3,6.F,true,true,,
EDIT,1,1,6.F,false,EDIT,1,3,6.Runtime,false,true,,
EDIT,1,1,6.F,false,EDIT,1,3,6.Runtime,true,true,,
EDIT,1,1,6.F,false,EDIT,1,9,6.F,false,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,false,EDIT,1,9,6.F,true,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,false,EDIT,1,9,6.Runtime,false,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,false,EDIT,1,9,6.Runtime,true,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,false,DELETE,1,,,,,11;12;13,false;false;false
EDIT,1,1,6.F,false,EDIT,2,2,6.Runtime,true,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,2,1,6.Runtime,false,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,2,1,6.F,false,true,,
EDIT,1,1,6.F,false,EDIT,2,1,6.Runtime,true,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,2,1,6.F,true,true,,
EDIT,1,1,6.F,false,EDIT,2,3,6.Runtime,false,true,,
EDIT,1,1,6.F,false,EDIT,2,3,6.F,false,true,,
EDIT,1,1,6.F,false,EDIT,2,3,6.Runtime,true,true,,
EDIT,1,1,6.F,false,EDIT,2,3,6.F,true,true,,
EDIT,1,1,6.F,false,EDIT,2,9,6.Runtime,false,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,false,EDIT,2,9,6.F,false,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,false,EDIT,2,9,6.Runtime,true,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,false,EDIT,2,9,6.F,true,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,false,DELETE,2,,,,,11;12;13,false;true;true
EDIT,1,1,6.F,false,ADD,,3,6.F,,true,,
EDIT,1,1,6.F,false,ADD,,3,6.Runtime,,true,,
EDIT,1,1,6.F,false,ADD,,4,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.F,false,ADD,,4,6.Runtime,,,11;12;13,true;true;true
EDIT,1,1,6.F,false,ADD,,5,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.F,false,ADD,,6,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.F,false,ADD,,6,6.Runtime,,,11;12;13,true;true;true
EDIT,1,1,6.F,false,EDIT,4,7,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,6,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,6,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,6,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,6,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,8,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,8,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,8,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,8,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,1,6.F,false,true,,
EDIT,1,1,6.F,false,EDIT,4,1,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,4,1,6.F,true,true,,
EDIT,1,1,6.F,false,EDIT,4,1,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,DELETE,4,,,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,7,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,6,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,6,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,6,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,6,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,8,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,8,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,8,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,EDIT,5,8,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,DELETE,5,,,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,ADD,,8,6.F,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,false,ADD,,8,6.Runtime,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,ADD,,1,6.F,,true,,
EDIT,1,1,6.F,true,ADD,,1,6.Runtime,,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,1,2,6.F,true,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,1,1,6.F,false,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,1,1,6.F,true,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,1,1,6.Runtime,false,,11;12;13,false;false;false
EDIT,1,1,6.F,true,EDIT,1,1,6.Runtime,true,,11;12;13,false;false;false
EDIT,1,1,6.F,true,EDIT,1,3,6.F,false,true,,
EDIT,1,1,6.F,true,EDIT,1,3,6.F,true,true,,
EDIT,1,1,6.F,true,EDIT,1,3,6.Runtime,false,true,,
EDIT,1,1,6.F,true,EDIT,1,3,6.Runtime,true,true,,
EDIT,1,1,6.F,true,EDIT,1,9,6.F,false,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,true,EDIT,1,9,6.F,true,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,true,EDIT,1,9,6.Runtime,false,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,true,EDIT,1,9,6.Runtime,true,,11;12;13;14,false;false;false;true
EDIT,1,1,6.F,true,DELETE,1,,,,,11;12;13,false;false;false
EDIT,1,1,6.F,true,EDIT,2,2,6.Runtime,true,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,2,1,6.Runtime,false,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,2,1,6.F,false,true,,
EDIT,1,1,6.F,true,EDIT,2,1,6.Runtime,true,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,2,1,6.F,true,true,,
EDIT,1,1,6.F,true,EDIT,2,3,6.Runtime,false,true,,
EDIT,1,1,6.F,true,EDIT,2,3,6.F,false,true,,
EDIT,1,1,6.F,true,EDIT,2,3,6.Runtime,true,true,,
EDIT,1,1,6.F,true,EDIT,2,3,6.F,true,true,,
EDIT,1,1,6.F,true,EDIT,2,9,6.Runtime,false,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,true,EDIT,2,9,6.F,false,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,true,EDIT,2,9,6.Runtime,true,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,true,EDIT,2,9,6.F,true,,11;12;13;14,false;true;true;true
EDIT,1,1,6.F,true,DELETE,2,,,,,11;12;13,false;true;true
EDIT,1,1,6.F,true,ADD,,3,6.F,,true,,
EDIT,1,1,6.F,true,ADD,,3,6.Runtime,,true,,
EDIT,1,1,6.F,true,ADD,,4,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.F,true,ADD,,4,6.Runtime,,,11;12;13,true;true;true
EDIT,1,1,6.F,true,ADD,,5,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.F,true,ADD,,6,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.F,true,ADD,,6,6.Runtime,,,11;12;13,true;true;true
EDIT,1,1,6.F,true,EDIT,4,7,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,6,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,6,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,6,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,6,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,8,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,8,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,8,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,8,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,1,6.F,false,true,,
EDIT,1,1,6.F,true,EDIT,4,1,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,4,1,6.F,true,true,,
EDIT,1,1,6.F,true,EDIT,4,1,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,DELETE,4,,,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,7,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,6,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,6,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,6,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,6,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,8,6.Runtime,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,8,6.F,false,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,8,6.Runtime,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,EDIT,5,8,6.F,true,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,DELETE,5,,,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,ADD,,8,6.F,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.F,true,ADD,,8,6.Runtime,,,11;12;13;14,true;true;true;true
EDIT,1,1,6.Runtime,false,ADD,,1,6.F,,,11;12;13,true;true;true
EDIT,1,1,6.Runtime,false,ADD,,1,6.Runtime,,true,,
EDIT,1,1,6.Runtime,false,EDIT,1,2,6.F,true,,11;12;13,true;true;true
EDIT,1,1,6.Runtime,false,EDIT,1,1,6.F,false,,11;12;13,true;true;true
EDIT,1,1,6.Runtime,false,EDIT,1,1,6.F,true,,11;12;13,true;true;true
EDIT,1,1,6.Runtime,false,EDIT,1,1,6.Runtime,false,,11;12;13,false;false;false
EDIT,1,1,6.Runtime,false,EDIT,1,1,6.Runtime,true,,11;12;13,false;false;false
EDIT,1,1,6.Runtime,false,EDIT,1,3,6.F,false,true,,
EDIT,1,1,6.Runtime,false,EDIT,1,3,6.F,true,true,,
EDIT,1,1,6.Runtime,false,EDIT,1,3,6.Runtime,false,true,,
EDIT,1,1,6.Runtime,false,EDIT,1,3,6.Runtime,true,true,,
EDIT,1,1,6.Runtime,false,EDIT,1,9,6.F,false,,11;12;13;14,false;false;false;true
EDIT,1,1,6.Runtime,false,EDIT,1,9,6.F,true,,11;12;13;14,false;false;false;true
EDIT,1,1,6.Runtime,false,EDIT,1,9,6.Runtime,false,,11;12;13;14,false;false;false;true
